ts_ms,collection,dataset,story_id,question_id,question_hash,question,true_answer,predicted_answer,requested_variant,routed_variant,routed_by,retrieval_k,local_retrieval_ms,grpc_elapsed_ms,router_retrieval_ms,inference_ms,end_to_end_ms,prompt_chars,context_chars,answer_chars,exact_match,answer_cosine_sim,type,level
1765934645083,narrativeqa,narrativeqa,01dd08c2a57dca20d4925177a4b4de509fdf71fb,01dd08c2a57dca20d4925177a4b4de509fdf71fb::q282,7c1e53cc263d,Why is Maya removed from the field?,Because she will be a target for Al-Qaeda if she staysAttempts on her life,unknown,auto,llama3,ml,8,540.3375625610352,417.4976348876953,0.00736600486561656,403.7450820032973,403.7661110050976,35,11129,7,0,0.08375797420740128,,
1765934645503,hotpotqa,hotpotqa,,5abb06bc554299232ef4a3bb,8eb0aadb7a6e,What city does Bundestag and Reichstag building have in common?,Berlin,berlin,auto,qwen2_5,ml,8,64.8198127746582,343.0662155151367,0.004736008122563362,328.51053899503313,328.528911981266,63,6642,6,1,1.0,bridge,medium
1765934646323,narrativeqa,narrativeqa,00950a3641e6a28b04a6fabf6334140e2deaa9fd,00950a3641e6a28b04a6fabf6334140e2deaa9fd::q63,02361b30821f,What happens to the Captain of the pirate ship that docks on the deserted island?,Conan slays him.Conan challenges and kills him,Conan becomes their captain.,auto,llama3,ml,8,519.3493366241455,288.1124019622803,0.004335975972935557,273.90511499834247,273.9167640102096,81,4114,28,0,0.6777929663658142,,
1765934646618,pubmedqa,pubmedqa,,19064227::q111,056186c8a07b,"Depression, weight gain, and low birth weight adolescent delivery: do somatic symptoms strengthen or weaken the relationship?",Removing the somatic component does not improve the psychometric properties of the CES-D or the predictive capacity of the CES-D diagnosis of depression for three sentinel obstetrical outcomes. This information should be reassuring to researchers and clinicians as most studies of the causes and consequences of maternal depression during and after pregnancy use the full CES-D scale.,"Unknown (The context does not provide information to definitively answer whether somatic symptoms strengthen or weaken the relationship between depression, weight gain, and low birth weight adolescent delivery.)",auto,mistral,ml,8,15.884160995483398,261.57546043395996,0.003956985892727971,248.86145198252052,248.87262799893506,125,1869,211,0,0.6274846792221069,,
1765934647046,hotpotqa,hotpotqa,,5a8e506d5542990e94052ac8,68b4d28c4b33,"The republic with the smallest population of all the members of the Council of Europe is one of few places in Europe where a species of beetle cannot be found, that wew originally described in 1809 by whom?",Panzer,unknown,auto,llama3,ml,8,63.83848190307617,351.4282703399658,0.005712994607165456,340.17637101351283,340.18886598641984,206,7877,7,0,0.2404964566230774,bridge,medium
1765934647283,pubmedqa,pubmedqa,,19288247::q512,b0fcf2ba83e1,Do we still need to restrict preoperative fluid administration in ambulatory anorectal surgery under spinal anaesthesia?,"In minor anorectal surgery under spinal anaesthesia with ropivacaine, standard fluid regimen provides stable haemodynamic variables without urinary retention.",Unknown (The context does not provide information about the effect of restricted versus standard intravenous fluid regimen on preoperative fluid administration.),auto,mistral,ml,8,17.215967178344727,205.05332946777344,0.0036479905247688293,191.48920799489133,191.49800299783237,120,982,161,0,0.5021093487739563,,
1765934647700,hotpotqa,hotpotqa,,5a82171f5542990a1d231f4a,af51ea6ef6d5,What nationality was James Henry Miller's wife?,American,American,auto,llama3,ml,8,64.58449363708496,257.65323638916016,0.005131005309522152,242.76017199736089,242.77610197896138,47,3997,8,1,1.0,bridge,medium
1765934647997,hotpotqa,hotpotqa,,5a7f165b55429934daa2fccd,08e0251fc8c9,The Nike Mercurial Vapor is a football shoe worn by which Colombian striker?,Carlos Arturo Bacca Ahumada,carlos bacca,auto,mistral,ml,8,65.97256660461426,195.4338550567627,0.003935972927138209,181.1392139934469,181.14982900442556,76,3434,12,0,0.7986096739768982,bridge,medium
1765934648985,narrativeqa,narrativeqa,015c99b411cef291d31cd5543c7ae957edebe6b4,015c99b411cef291d31cd5543c7ae957edebe6b4::q186,8d3123be9f8a,Who kills Shinzon?,Picard.picard,unknown,auto,llama3,ml,8,502.5351047515869,406.36706352233887,0.006774993380531669,377.3273050028365,377.34111401368864,18,10401,7,0,0.1818896383047104,,
1765934649210,pubmedqa,pubmedqa,,27018897::q420,1f1c09ae3b0a,Can Decision Support Help Patients With Spinal Stenosis Make a Treatment Choice?,These results suggest that watching the video DA improved patient knowledge and reduced decisional uncertainty about their spinal stenosis treatment choice. The addition of telephone coaching helped some patients choose a treatment more quickly; 6-month decisional outcomes were similar for both groups.,Yes,auto,mistral,ml,8,17.075777053833008,98.82879257202148,0.0037789868656545877,87.2427849972155,87.25269499700516,80,1825,3,0,0.06337130814790726,,
1765934649443,pubmedqa,pubmedqa,,27026643::q445,d31d2a7078d5,Does Prior Surgery for Femoroacetabular Impingement Compromise Hip Arthroplasty Outcomes?,"Clinical outcomes after THA are not affected by prior open or arthroscopic procedures for FAI. However, increased operative times and an increased risk of heterotopic ossification were noted after SHD.",unknown (The context does not provide a definitive answer to this question.),auto,mistral,ml,8,16.202688217163086,171.16999626159668,0.003063003532588482,159.80545998900197,159.81439698953182,89,1732,76,0,-0.015629908069968224,,
1765934649711,pubmedqa,pubmedqa,,19055837::q82,8fb4252d8536,Is TrpM5 a reliable marker for chemosensory cells?,We conclude that TrpM5 is not a reliable marker for chemosensory cells. The TrpM5-positive cells of the olfactory epithelium are microvillous and may be chemoresponsive albeit not part of the sensory apparatus. Activity of these microvillous cells may however influence functionality of local elements of the olfactory system.,"unknown (based on provided context, it is not clear if TrpM5 is a reliable marker for chemosensory cells)",auto,mistral,ml,8,15.125036239624023,203.60445976257324,0.0023769971448928118,193.85384998167865,193.86027599102817,50,1526,105,0,0.6999995708465576,,
1765934650133,hotpotqa,hotpotqa,,5ab70446554299110f219a94,40c0ca34cd60,"Roger Avary (born August 23, 1965) is a Canadian film and television producer, screenwriter and director in the American mass media industry, he wrote the screenplay for Beowulf, a 2007 British-American 3D motion capture epic fantasy film, directed by who?",Robert Zemeckis,Robert Zemeckis,auto,llama3,ml,8,67.07978248596191,342.08035469055176,0.005259003955870867,332.6640140148811,332.6825389813166,256,7396,15,1,1.0,bridge,easy
1765934651127,narrativeqa,narrativeqa,0029bdbe75423337b551e42bb31f9a102785376f,0029bdbe75423337b551e42bb31f9a102785376f::q9,c0a9c31dd58e,What news does Percival receive at the end of the story?,"He has been granted the right to use his father's name, DelmarHe gets the arms and name of his biological father",unknown,auto,llama3,ml,8,598.2592105865479,381.0582160949707,0.007010996341705322,366.5178510127589,366.53909299639054,56,10966,7,0,0.03333744406700134,,
1765934651530,hotpotqa,hotpotqa,,5a8a35625542992d82986efd,aab3ca9cae03,"Which English actor of stage, film and television from the 1978 BBC drama ""Pennies From Heaven"" appeared in the 2006 BBC Four television play ""Kenneth Williams: Fantabulosa!?""",Cheryl Campbell,Cheryl Campbell,auto,llama3,ml,8,68.26543807983398,313.33255767822266,0.004902976797893643,300.8226780220866,300.84098101360723,175,6401,15,1,1.0,bridge,medium
1765934651773,pubmedqa,pubmedqa,,27036113::q480,d38c635213e8,"Can early weight loss, eating behaviors and socioeconomic factors predict successful weight loss at 12- and 24-months in adolescents with obesity and insulin resistance participating in a randomised controlled trial?","Early weight loss is consistently identified as a strong predictor of long-term weight loss. This could be because early weight loss identifies those more motivated and engaged individuals. Patients who have baseline factors predictive of long-term weight loss failure may benefit from additional support during the intervention. Additionally, if a patient does not achieve early weight loss, further support or transition to an alternate intervention where they may have increased success may be considered.",Yes,auto,mistral,ml,8,20.972013473510742,115.80038070678711,0.003915978595614433,102.96051698969677,102.97359200194478,216,1891,3,0,-0.03463286906480789,,
1765934652149,hotpotqa,hotpotqa,,5ab373d6554299233954ff53,5f58a58a8cab,Is Lysichiton and Ageratum geus in the same family?,no,unknown,auto,qwen2_5,ml,8,65.16909599304199,300.10509490966797,0.004069996066391468,286.1826419830322,286.1974950064905,51,5419,7,0,0.3547845482826233,comparison,medium
1765934652434,pubmedqa,pubmedqa,,9293872::q290,eab5daf33c82,Should obese patients lose weight before receiving a kidney transplant?,"Outcome differences in obese renal transplant patients were primarily due to a higher mortality resulting from cardiac events. Obesity seems to have little effect on immunologic events, long-term graft function, or cyclosporine delivery. Aggressive pretransplant screening for ischemic heart disease is essential to identify an especially high-risk subgroup of obese patients. Although it would seem prudent to recommend weight reduction<30 kg/m2 to all patients before transplant, these data suggest that obese patients with a history of cardiac disease should not be transplanted until weight reduction has been accomplished.",Unknown (The context does not provide information on whether obese patients should lose weight before receiving a kidney transplant.),auto,mistral,ml,8,15.312910079956055,227.16450691223145,0.004005007212981582,215.88602097472176,215.8965409907978,71,2254,133,0,0.7280406951904297,,
1765934653220,narrativeqa,narrativeqa,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6::q213,ff973e069691,What was Jim's cause of death?,Heart failureHeart Failure.,unknown,auto,llama3,ml,8,527.3501873016357,226.83191299438477,0.004641013219952583,214.34965400840156,214.361310005188,30,2217,7,0,0.18344639241695404,,
1765934653341,pubmedqa,pubmedqa,,14512913::q48,1c576a29a928,Are there racial and sex differences in the use of oral isotretinoin for acne management in the United States?,"Patients who are black receive less oral isotretinoin than those who are white, and the expense of isotretinoin appears to be one factor in this difference. Women are less likely than men to receive isotretinoin at acne visits. Expense does not appear to be a factor in this difference. Dermatologists have more experience than nondermatologists managing acne, prescribing isotretinoin, and counseling women treated with isotretinoin concerning pregnancy prevention. Pregnancy prevention is an essential component of isotretinoin use in women that must not be ignored.",Yes,auto,mistral,ml,8,16.076087951660156,88.9585018157959,0.0038320140447467566,77.70209401496686,77.71224802127108,110,1401,3,0,-0.06709051877260208,,
1765934653480,pubmedqa,pubmedqa,,14512510::q46,5abd201562b6,Thin-section CT of the lung: does electrocardiographic triggering influence diagnosis?,"Given the lack of improvement in diagnostic accuracy and the need for additional resources, ECG-triggered thin-section CT of the lung is not recommended for routine clinical practice.",unknown,auto,mistral,ml,8,14.80412483215332,110.70513725280762,0.003850000211969018,98.07959300815128,98.08913001324981,86,2056,7,0,-0.06778576225042343,,
1765934653848,hotpotqa,hotpotqa,,5abcfc3b554299114383a1ad,d520c3b02804,Who funds the bowling team that includes the school bus driver for Springfield Elementary School?,Mr. Burns,unknown,auto,qwen2_5,ml,8,63.48562240600586,292.18387603759766,0.004965986590832472,279.13605101639405,279.1477619903162,97,5852,7,0,0.17086736857891083,bridge,medium
1765934654624,narrativeqa,narrativeqa,00950a3641e6a28b04a6fabf6334140e2deaa9fd,00950a3641e6a28b04a6fabf6334140e2deaa9fd::q104,bd0f60ed03a3,Who kills the captain of the pirate ship?,Conan kills the captain.Conan,unknown,auto,llama3,ml,8,501.7235279083252,262.46094703674316,0.004898989573121071,248.306577996118,248.31903199083172,41,4113,7,0,0.06415559351444244,,
1765934655556,narrativeqa,narrativeqa,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6::q218,4ecaf199a6be,What does Jim convince his bandmates to do?,Travel to Death Valley to try psychedelic drugs.travel to Death Valley,unknown,auto,llama3,ml,8,529.8051834106445,388.6303901672363,0.0065359927248209715,377.013909019297,377.02711002202705,43,9337,7,0,0.14890269935131073,,
1765934656456,narrativeqa,narrativeqa,00ee9e01a0e581e0d8cbf7e865a895147c480c5e,00ee9e01a0e581e0d8cbf7e865a895147c480c5e::q130,2ee6bdaf9e92,What does Chelios have to do after being injected with a drug?,Keep his adrenaline upkeep his adrenaline pumping,unknown,auto,llama3,ml,8,509.81783866882324,377.2389888763428,0.005951005732640624,364.78341999463737,364.79778902139515,62,7233,7,0,0.06009957194328308,,
1765934656861,pubmedqa,pubmedqa,,18835404::q191,60aa5f4d17db,Increasing active travel to school: are we on the right track?,"The study produced a mixed result, with a high variation in travel patterns from school to school. Intervention research should address the complexity of multiple factors influencing student travel to school with a focus on changing local environments and parents' travel to work.","Yes, based on the provided context, the program seems to be increasing active travel to school, as there is a net increase of 9.8% in students walking to and from school in the intervention group compared to the control group (p=0.05). However, this effect was not evident in the student data.",auto,mistral,ml,8,17.384052276611328,370.6400394439697,0.0036159763112664223,356.507028976921,356.5173690149095,62,1036,293,0,0.6427809596061707,,
1765934657125,pubmedqa,pubmedqa,,19068542::q133,322ff4b85c8a,Is CCR7 a potential target for biologic therapy in psoriasis?,"Patients with psoriasis had a skewed distribution of T lymphocytes, with an increased level of CCR7+ T lymphocytes compared to healthy controls. CD4+ CCR7+ T cells had abnormal expression, which might induce protraction and persistence of psoriasis.",Unknown (The context does not provide information to definitively answer whether CCR7 is a potential target for biologic therapy in psoriasis.),auto,mistral,ml,8,16.09206199645996,231.9650650024414,0.0028799986466765404,218.30655299709179,218.31437898799777,61,1325,143,0,0.7430244088172913,,
1765934658159,narrativeqa,narrativeqa,00ee9e01a0e581e0d8cbf7e865a895147c480c5e,00ee9e01a0e581e0d8cbf7e865a895147c480c5e::q112,7af690c8a22d,What does Carlito say when Chelios asks him for an antidote?,It doesn't exist.He says there there is no antidote.,unknown,auto,llama3,ml,8,518.6212062835693,406.42476081848145,0.006292015314102173,393.73890799470246,393.75258301151916,60,9441,7,0,0.16824321448802948,,
1765934659016,narrativeqa,narrativeqa,0029bdbe75423337b551e42bb31f9a102785376f,0029bdbe75423337b551e42bb31f9a102785376f::q12,d4af1fefb495,Who does Capitan Delmar suggest Ben marry in secret?,ArabellaArabella Mason,unknown,auto,llama3,ml,8,580.24001121521,259.8576545715332,0.004932022420689464,246.1013419961091,246.1122630047612,52,4814,7,0,0.25852468609809875,,
1765934659201,pubmedqa,pubmedqa,,19070833::q139,edb043c18e9f,Fetal fibronectin testing in patients with short cervix in the midtrimester: can it identify optimal candidates for ultrasound-indicated cerclage?,"fFN did not identify optimal candidates for cerclage. However, fFN testing before an ultrasound-indicated cerclage aids in counseling patients, anticipating the outcome of pregnancies complicated by cervical shortening.",Unknown (The context does not provide a definitive answer to this question.),auto,mistral,ml,8,16.94655418395996,153.85794639587402,0.0037990103010088205,140.13426197925583,140.14522399520501,146,999,76,0,-0.015037301927804947,,
1765934660053,narrativeqa,narrativeqa,0029bdbe75423337b551e42bb31f9a102785376f,0029bdbe75423337b551e42bb31f9a102785376f::q21,bd004d08662a,Who is Been Kneene?,His Captain Delmar valetvalet and private marine,unknown,auto,llama3,ml,8,586.4138603210449,183.46071243286133,0.0034449913073331118,173.23187500005588,173.2420200132765,19,1102,7,0,0.13942335546016693,,
1765934660392,hotpotqa,hotpotqa,,5ac3ad225542995ef918c1da,d8c9013a45f6,Are Gin and tonic and Paloma both cocktails based on tequila?,no,No,auto,qwen2_5,ml,8,64.02301788330078,259.0069770812988,0.004055997123941779,249.30798399145715,249.32404299033806,61,4623,2,1,1.0,comparison,medium
1765934660775,hotpotqa,hotpotqa,,5a90c2b35542995651fb51df,426c189df4b2,"an Emmy Award winner and two-time Tony Award winner, was on the episode 15 of the third season of ""Chuck"". what is her name ?",Swoosie Kurtz,Swoosie Kurtz,auto,llama3,ml,8,69.77462768554688,299.5343208312988,0.005075999069958925,285.5154790158849,285.5276509944815,125,4926,13,1,1.0,bridge,easy
1765934661593,narrativeqa,narrativeqa,00950a3641e6a28b04a6fabf6334140e2deaa9fd,00950a3641e6a28b04a6fabf6334140e2deaa9fd::q60,de989b20e7ad,Who frees Conan from the pirates who knocked him unconscious?,OliviaOlivia,Olivia,auto,llama3,ml,8,469.0065383911133,335.8337879180908,0.005287001840770245,323.39874299941584,323.41073799761944,61,7482,6,0,0.6820212006568909,,
1765934662540,narrativeqa,narrativeqa,015c99b411cef291d31cd5543c7ae957edebe6b4,015c99b411cef291d31cd5543c7ae957edebe6b4::q187,50d96679b03a,Who will become commander of the USS Titan?,Riker.captain riker,Captain Riker.,auto,llama3,ml,8,477.63514518737793,358.9639663696289,0.004372996045276523,347.8020469774492,347.81174597446807,43,6569,14,0,0.9638950824737549,,
1765934663289,narrativeqa,narrativeqa,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b::q164,ca5b775f8974,What field position does Ebby play?,pitcherPitcher,unknown,auto,llama3,ml,8,482.93280601501465,254.76741790771484,0.0032410025596618652,240.2801290154457,240.2883850154467,35,3465,7,0,0.21380652487277985,,
1765934663607,pubmedqa,pubmedqa,,14501647::q8,9b2853d41c25,Lower urinary tract reconstruction for duplicated renal units with ureterocele. Is excision of the ureterocele with reconstruction of the bladder base necessary?,"Lower urinary tract reconstruction for duplicated renal systems with obstruction of the upper pole can be accomplished safely with decreased morbidity through the extravesical approach without excision of the ureterocele or reconstruction of the bladder base. Moreover, in instances when there is no reflux to the lower pole moiety, upper pole only extravesical ureteroneocystostomy can be performed.",unknown (The context does not provide information to confirm whether excision of the ureterocele with reconstruction of the bladder base is necessary.),auto,mistral,ml,8,17.491817474365234,233.06822776794434,0.0038529979065060616,219.43583802203648,219.44745499058627,161,1479,151,0,0.6153072118759155,,
1765934663752,pubmedqa,pubmedqa,,19059175::q96,d30948487808,Improving outcomes on the ABS Certifying Examination: can monthly mock orals do it?,Monthly simulated and critiqued oral examinations improved the first-time pass rate of the American Board of Surgery Certifying Examination. Additional perceived benefits of this intervention included improvements in clinical reasoning and promotion of self-study.,"Yes, based on the provided context.",auto,mistral,ml,8,12.740135192871094,119.21453475952148,0.0026790075935423374,106.41562097589485,106.42280499450862,83,1355,35,0,0.0696180909872055,,
1765934664136,hotpotqa,hotpotqa,,5a8e171b554299068b959e5a,30b590caa835,"Pearl Lowe and Alison Goldfrapp, is of which nationality?",English,English,auto,qwen2_5,ml,8,66.24245643615723,305.0553798675537,0.004998990334570408,293.9007329987362,293.9114219916519,57,5953,7,1,1.0,comparison,easy
1765934665031,narrativeqa,narrativeqa,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b::q162,dfa98a719143,Who did Annie date?,"Ebby, then later CrashNuke","""boys""",auto,llama3,ml,8,597.9087352752686,236.5107536315918,0.004235014785081148,224.0881230100058,224.1001719958149,19,2713,6,0,0.15963324904441833,,
1765934665797,narrativeqa,narrativeqa,0029bdbe75423337b551e42bb31f9a102785376f,0029bdbe75423337b551e42bb31f9a102785376f::q23,241828e4a449,Who was Percival Kneene?,Arabella and Been sonBen and Arabella's son,Percival Keene,auto,llama3,ml,8,556.241512298584,197.59249687194824,0.0033320102375000715,186.61622499348596,186.62455698358826,24,1102,14,0,0.06194143369793892,,
1765934666661,narrativeqa,narrativeqa,00950a3641e6a28b04a6fabf6334140e2deaa9fd,00950a3641e6a28b04a6fabf6334140e2deaa9fd::q67,ad2c3fd48b0b,What do the pirates nickname the island?,"""Devil Island""the Devil Island",unknown,auto,llama3,ml,8,468.67942810058594,254.94813919067383,0.0036339915823191404,243.84580299374647,243.85375299607404,40,4113,7,0,0.17127983272075653,,
1765934666856,pubmedqa,pubmedqa,,19082232::q171,7cb92ed540da,Does the use of radiofrequency ultrasonic dissector in tonsillectomy have a beneficial effect over the use of laser?,"The use of US in tonsillectomy showed a beneficial effect on intraoperative blood loss, duration of the operation, as well as, postoperative pain over the use of laser.",Yes,auto,mistral,ml,8,19.369125366210938,81.26592636108398,0.003782013664022088,67.80143699143082,67.81197400414385,116,1172,3,0,-0.06726706027984619,,
1765934667754,narrativeqa,narrativeqa,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b::q144,af929a8fd3e6,What does Crash do when Ebby refuses the calls he's made?,He tells the batter what's comingTells the batter what pitches are coming,unknown,auto,llama3,ml,8,478.6486625671387,405.17473220825195,0.005703011993318796,391.08261800720356,391.0929339763243,57,9937,7,0,0.15979036688804626,,
1765934668780,narrativeqa,narrativeqa,01dd08c2a57dca20d4925177a4b4de509fdf71fb,01dd08c2a57dca20d4925177a4b4de509fdf71fb::q276,dd16931a9d03,Who is identified and klilled in a nightime raid?,Bin LadenBin laden,unknown,auto,llama3,ml,8,525.1965522766113,393.59259605407715,0.0046349887270480394,383.0443109909538,383.0530400155112,49,7929,7,0,0.2855982482433319,,
1765934669107,hotpotqa,hotpotqa,,5ab3020e55429976abd1bc1a,cfcf0d65cf64,"Javier Mora, is a Mexican boxer in the Heavyweight division, he was defeated by Alexander Vladimirovich ""Sasha"" Povetkin, by a 5-round TKO, in which country?",Germany,Germany,auto,mistral,ml,8,68.29428672790527,229.74681854248047,0.0045660126488655806,216.10188999329694,216.118648997508,157,4522,7,1,1.0,bridge,easy
1765934670030,narrativeqa,narrativeqa,01dd08c2a57dca20d4925177a4b4de509fdf71fb,01dd08c2a57dca20d4925177a4b4de509fdf71fb::q278,ab7e39be3953,Where is the embassy Maya gets assigned to?,PakistanPakistan,American Embassy,auto,llama3,ml,8,478.6489009857178,411.2520217895508,0.005295005394145846,398.2543329766486,398.2648410019465,43,8001,16,0,0.18015483021736145,,
1765934670318,hotpotqa,hotpotqa,,5a8edaa955429917b4a5bde3,5fedfb6cbf2d,Ghostbusters is a song written and recorded by Ray Parker Jr. as the theme song for a movie starring a Canadian-American actor who was an original member of the Not Ready for Prime Time Players on what show?,Saturday Night Live,Saturday Night Live,auto,mistral,ml,8,66.63155555725098,208.03380012512207,0.00420399010181427,193.75537801533937,193.77108599292114,207,4192,19,1,1.0,bridge,medium
1765934670564,pubmedqa,pubmedqa,,14508212::q34,277c35c51c54,Long-term survival following Kasai portoenterostomy: is chronic liver disease inevitable?,A sizable proportion of children with EHBA avoid significant chronic liver disease and its complications 10 years or more after conventional surgical correction and have an excellent quality of life. Their good outcome is not hampered by isolated episodes of ascending cholangitis. Whether or not the residual histologic damage will become symptomatic during their lifetime remains to be established.,Unknown (The context does not provide information on long-term survival and whether chronic liver disease is inevitable.),auto,mistral,ml,8,14.282703399658203,213.8509750366211,0.0037470017559826374,199.40610200865194,199.41534398822114,89,2096,121,0,0.40755176544189453,,
1765934670754,pubmedqa,pubmedqa,,19073747::q144,f467dbac15b9,Wheezing and respiratory infections in Brazilian children: does a standard management work?,"A good response using WHO protocol suggests its usefulness in emergency rooms, although few cases will continue to receive antibiotics unnecessarily.",Unknown (The context does not provide information to determine if the standard management works or not.),auto,mistral,ml,8,14.701128005981445,160.2027416229248,0.0034930126275867224,148.7565120041836,148.76555002410896,91,962,104,0,0.16632340848445892,,
1765934670863,pubmedqa,pubmedqa,,14502009::q14,c1604ed818ea,Efficacy of secondary isoniazid preventive therapy among HIV-infected Southern Africans: time to change policy?,Secondary preventive therapy reduces TB recurrence: the absolute impact appears to be greatest among individuals with low CD4 cell counts. International TB preventive therapy guidelines for HIV-infected individuals need to be expanded to include recommendations for secondary preventive therapy in settings where TB prevalence is high.,Yes,auto,mistral,ml,8,14.702796936035156,80.26385307312012,0.002949993358924985,67.6357350021135,67.64330001897179,111,1041,3,0,-0.10135934501886368,,
1765934671854,narrativeqa,narrativeqa,00936497f5884881f1df23f4834f6739552cee8b,00936497f5884881f1df23f4834f6739552cee8b::q34,e8c2af69de06,The initial exploration is to find the source of what?,The Nile riverThe Nile river,Nile,auto,llama3,ml,8,517.6651477813721,400.44665336608887,0.00690302113071084,386.4762829907704,386.48947500041686,54,9985,4,0,0.8789931535720825,,
1765934671969,pubmedqa,pubmedqa,,27021754::q434,af86e49b6bdc,Survival or Mortality: Does Risk Attribute Framing Influence Decision-Making Behavior in a Discrete Choice Experiment?,"Risk framing affects how respondents value the presented risk. Positive risk framing led to increased dominant decision-making behavior, whereas negative risk framing led to risk-seeking behavior. Attribute framing should have a prominent part in the expert and focus group interviews, and different types of framing should be used in the pilot version of DCEs as well as in actual DCEs to estimate the magnitude of the effect of choosing different types of framing.",Yes,auto,mistral,ml,8,16.798734664916992,83.51540565490723,0.0036669953260570765,69.21290000900626,69.22327599022537,118,1453,3,0,-0.022058498114347458,,
1765934672359,hotpotqa,hotpotqa,,5a8fa73e5542992414482b22,d7e96c8a8bf8,Which publishing company has published Bizarre and a sister publication devoted to the anomalous phenomena popularised by Charles Fort?,Dennis Publishing,Dennis Publishing,auto,llama3,ml,8,68.12620162963867,307.4946403503418,0.004425004590302706,296.39573401072994,296.4094799826853,135,6406,17,1,1.0,bridge,medium
1765934673506,narrativeqa,narrativeqa,0029bdbe75423337b551e42bb31f9a102785376f,0029bdbe75423337b551e42bb31f9a102785376f::q6,b620a5e23714,How does Percival save Captain Delmar's life?,"When the captain is ill, Percival takes his place in a duel with a French officerTake his place in a duel","by standing in for an ill captain delmar in a duel with a french officer, effectively saving the captain's life.",auto,llama3,ml,8,546.0805892944336,485.0456714630127,0.0057680008467286825,475.8163499936927,475.831741001457,45,10964,112,0,0.6312163472175598,,
1765934674546,narrativeqa,narrativeqa,01f5ab49ace7ff6c2bca8c2e537076ae1f1b5c90,01f5ab49ace7ff6c2bca8c2e537076ae1f1b5c90::q291,a5bd72c5abdd,Who is Emily in love with?,Valancourtvalancourt,unknown,auto,llama3,ml,8,684.363603591919,343.0924415588379,0.0049349910113960505,331.37910399818793,331.3898509950377,26,7241,7,0,0.21915103495121002,,
1765934674667,pubmedqa,pubmedqa,,18841520::q210,1acdce76a3d9,Digital ischemia in a gardener: is rose cutting a vascular risk factor?,In the presence of a radial artery aneurysm an occupational and recreational trauma history should be sought after.,Yes,auto,mistral,ml,8,16.13020896911621,77.84366607666016,0.003903987817466259,63.05945900385268,63.07038301019929,71,1005,3,0,-0.03354630246758461,,
1765934674773,pubmedqa,pubmedqa,,19286989::q509,ad66f12cc235,Are female healthcare workers at higher risk of occupational injury?,Occupational health and safety initiatives should be gender sensitive and developed accordingly.,Yes,auto,mistral,ml,8,11.296749114990234,82.26203918457031,0.003583991201594472,69.84513698262163,69.85281500965357,68,1252,3,0,-0.021831650286912918,,
1765934675939,narrativeqa,narrativeqa,0029bdbe75423337b551e42bb31f9a102785376f,0029bdbe75423337b551e42bb31f9a102785376f::q16,b62f0d4bacc1,Who becomes Lord de Versely after his brother dies?,Colonial DelmarCaptain Delmar,unknown,auto,llama3,ml,8,613.5818958282471,382.3070526123047,0.006585003575310111,369.1469040059019,369.16103900875896,51,9709,7,0,0.11837179213762283,,
1765934676416,pubmedqa,pubmedqa,,14511046::q42,a553b03b9a78,Open mini-access ureterolithotomy: the treatment of choice for the refractory ureteric stone?,"MAU is a safe and reliable minimally invasive procedure; its role is mainly confined to salvage for failed first-line stone treatments but in selected cases, where a poor outcome can be predicted from other methods, it is an excellent first-line treatment.",unknown (The context does not provide information to determine if open mini-access ureterolithotomy is the treatment of choice for refractory ureteric stones.),auto,mistral,ml,8,111.34672164916992,259.8741054534912,0.003502005711197853,245.873263978865,245.88411100558005,93,1297,159,0,0.44573333859443665,,
1765934676523,pubmedqa,pubmedqa,,19059391::q97,900c6665b842,Does antioxidant system adaptive response alleviate related oxidative damage with long term bed rest?,Exercise alleviates hypokinesia outcomes by preserving glutathione reductase activity with minor effect on hypokinesia-induced antioxidant response and oxidative stress which both exhibit a high magnitude inter-individual variability. Return to initial physical activity allows biomarkers to return to initial values marking the end of the stress. Hypokinetic situations should be considered as an oxidative stressful situation requiring exercise and nutritional strategies.,unknown,auto,mistral,ml,8,15.185356140136719,77.15249061584473,0.004058005288243294,63.424658990697935,63.43419599579647,101,834,7,0,-0.05579126253724098,,
1765934677470,narrativeqa,narrativeqa,00ee9e01a0e581e0d8cbf7e865a895147c480c5e,00ee9e01a0e581e0d8cbf7e865a895147c480c5e::q117,1411998b4e8d,How does Verona die?,Chelios snaps his neck.Broken neck.,unknown,auto,llama3,ml,8,505.8438777923584,331.13670349121094,0.005812995368614793,317.19924800563604,317.2123009862844,20,5857,7,0,0.12778669595718384,,
