ts_ms,collection,dataset,story_id,question_id,question_hash,question,true_answer,predicted_answer,requested_variant,routed_variant,routed_by,retrieval_k,local_retrieval_ms,grpc_elapsed_ms,router_retrieval_ms,inference_ms,end_to_end_ms,prompt_chars,context_chars,answer_chars,exact_match,answer_cosine_sim,type,level
1765930474868,narrativeqa,narrativeqa,01dd08c2a57dca20d4925177a4b4de509fdf71fb,01dd08c2a57dca20d4925177a4b4de509fdf71fb::q275,996cb5d969f9,Who do Dan and Maya believe is hiding in Abbottabad?,Bin LadenAbu Ahmed,Unknown (The context does not provide information about who Dan and Maya believe is hiding in Abbottabad.),auto,mistral,dataset,8,475.9998321533203,527.1387100219727,0.006846006726846099,518.5452739824541,518.5631159984041,52,11129,106,0,0.35763201117515564,,
1765930475701,narrativeqa,narrativeqa,00936497f5884881f1df23f4834f6739552cee8b,00936497f5884881f1df23f4834f6739552cee8b::q46,5850fa6d8a39,Which country do the explorers return to after their African expedition?,EnglandEngland,The context does not provide information about which country the explorers return to after their African expedition.,auto,mistral,dataset,8,549.4821071624756,270.8890438079834,0.00428801286034286,261.7281159909908,261.73973799450323,72,2881,116,0,0.06901475042104721,,
1765930476461,narrativeqa,narrativeqa,01aa10d75658840a478ede17631dba875651c370,01aa10d75658840a478ede17631dba875651c370::q245,dc3ac24d8043,What sort of discrimination afflicts the world?,"Race, religious, and gender discrimination.race, gender, and religious beliefs","racism and discrimination based on race, gender and religious belief",auto,mistral,dataset,8,463.14191818237305,284.970760345459,0.00531101250089705,277.2204960056115,277.2329240106046,47,6209,68,0,0.8853200078010559,,
1765930476890,hotpotqa,hotpotqa,,5ac141dd5542991316484a9b,87b17c1f7a45,The End of the Innocence was a single by which former member of the Eagles?,Donald Hugh Henley,Don Henley,auto,qwen2_5,dataset,8,66.48063659667969,349.50923919677734,0.005299021722748876,340.88545499253087,340.9006689907983,75,6801,10,0,0.8074415326118469,bridge,medium
1765930477316,hotpotqa,hotpotqa,,5ab8f5685542991b5579f096,57f004e86bb3,What year was the thesis supervisor of Jocelyn Bell Burnell awarded the Eddington Medal?,1969,1969,auto,qwen2_5,dataset,8,66.67041778564453,343.3980941772461,0.004323985194787383,334.1581929998938,334.1716489812825,88,6520,4,1,1.0,bridge,medium
1765930477807,hotpotqa,hotpotqa,,5a8235d25542995ce29dccda,5d0a1d636501,What South Korean sitcom starred a South Korean singer and actress who began her music career at the age of 15?,The Producers,The producers (tv series),auto,qwen2_5,dataset,8,66.03074073791504,407.7620506286621,0.004005996743217111,401.05740999570116,401.07087200158276,111,7636,25,0,0.863785982131958,bridge,medium
1765930478815,narrativeqa,narrativeqa,00950a3641e6a28b04a6fabf6334140e2deaa9fd,00950a3641e6a28b04a6fabf6334140e2deaa9fd::q98,f244d0d26d70,What city has Olivia fled from?,Olivia has fled from Akif.Akif,Unknown (The context does not provide information about the city Olivia has fled from.),auto,mistral,dataset,8,499.8905658721924,464.2460346221924,0.0071490067057311535,455.63972598756664,455.65591400372796,31,10737,87,0,0.6669562458992004,,
1765930478935,pubmedqa,pubmedqa,,19067934::q132,d5fe96eff9db,STDs among sexually active female college students: does sexual orientation make a difference?,"Sexual health programs targeting female college students, regardless of sexual orientation, must focus on behavioral risks associated with STDs. In addition, the importance of regular gynecologic exams should be emphasized, especially among lesbians. Further research is needed on risk-taking among female college students who are sexually active with both sexes.",Yes,auto,mistral,dataset,8,14.595270156860352,91.86983108520508,0.004228000761941075,80.93336701858789,80.94338301452808,94,1462,3,0,0.023052336648106575,,
1765930479221,pubmedqa,pubmedqa,,9315924::q338,ab0fd97d4d6c,Can the full range of paramedic skills improve survival from out of hospital cardiac arrests?,No improvement in survival was demonstrated with more advanced prehospital care.,Unknown (The context does not provide information to definitively answer whether the full range of paramedic skills improves survival from out-of-hospital cardiac arrests.),auto,mistral,dataset,8,15.227556228637695,255.3873062133789,0.0033940013963729143,249.15193501510657,249.15963198873214,93,1693,172,0,0.4018165171146393,,
1765930479568,hotpotqa,hotpotqa,,5a7a02235542996c55b2dcd3,50aca75bd8da,"Who was born first, Pablo Trapero or Aleksander Ford?",Aleksander Ford,Aleksander Ford,auto,qwen2_5,dataset,8,64.45479393005371,270.86877822875977,0.004444998921826482,263.4506920003332,263.4642909979448,53,4001,15,1,1.0,comparison,hard
1765930479973,hotpotqa,hotpotqa,,5ae3dde35542992f92d823a4,0bcac68f51cb,Benjamin Halfpenny was a footballer for a club that plays its home matches where?,Select Security Stadium,unknown,auto,qwen2_5,dataset,8,63.9338493347168,329.2970657348633,0.00525300856679678,319.50342599884607,319.5197760069277,81,6984,7,0,0.11026817560195923,bridge,hard
1765930480904,narrativeqa,narrativeqa,01dd08c2a57dca20d4925177a4b4de509fdf71fb,01dd08c2a57dca20d4925177a4b4de509fdf71fb::q270,16f8a2a97f10,What does Dan give to a Kuwaiti Prince in exchange for information?,A Lambourghinia lamborghini,Unknown (The context does not provide information about any exchange of items between Dan and a Kuwaiti Prince.),auto,mistral,dataset,8,529.0606021881104,388.197660446167,0.005125999450683594,380.47199399443343,380.48512299428694,67,5009,112,0,0.13600973784923553,,
1765930481631,narrativeqa,narrativeqa,00950a3641e6a28b04a6fabf6334140e2deaa9fd,00950a3641e6a28b04a6fabf6334140e2deaa9fd::q105,181371cd6bf9,Who becomes the new captain of the pirate ship?,Conan becomes the new captain.Conan becomes the new captain of the pirate ship.,Conan,auto,mistral,dataset,8,469.9246883392334,245.83148956298828,0.004464993253350258,238.76370099605992,238.77357598394156,47,4113,5,0,0.6367068290710449,,
1765930482387,narrativeqa,narrativeqa,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6::q212,54d373ee9601,How old was Jim Morrison at his death?,2727,27,auto,mistral,dataset,8,495.2385425567627,187.48760223388672,0.003568013198673725,179.22861798433587,179.2361240077298,38,2625,2,0,0.572716236114502,,
1765930483307,narrativeqa,narrativeqa,00936497f5884881f1df23f4834f6739552cee8b,00936497f5884881f1df23f4834f6739552cee8b::q38,15edc6314f2d,Where do Dr. Samuel Ferguson and his companions travel across in the hydrogen balloon?,The African continent Africa,Unknown (The context does not provide information about their destination.),auto,mistral,dataset,8,510.56671142578125,393.60952377319336,0.005393987521529198,382.35834101215005,382.3687710100785,86,8913,75,0,0.2267082929611206,,
1765930483799,hotpotqa,hotpotqa,,5adff29555429942ec259ba7,0df3f9a8433f,A 2001 Indian epic sports-drama film starred an actor who was also know for his role in what 1999 movie?,Sarfarosh,"""Kabhi Haan Kabhi Naa"" (1993)",auto,qwen2_5,dataset,8,64.18061256408691,414.7148132324219,0.004975998308509588,405.9347980073653,405.9503189928364,104,6111,29,0,0.142943874001503,bridge,medium
1765930484045,pubmedqa,pubmedqa,,27017481::q408,0ae8198c46ed,Does fluoroscopy improve outcomes in paediatric forearm fracture reduction?,The use of fluoroscopy during reduction of forearm fractures in the paediatric population apparently does not have a significant effect on patient outcomes. Reductions performed without fluoroscopy were comparably accurate in correcting deformities in both coronal and sagittal planes.,unknown (The context does not provide information to definitively answer whether fluoroscopy improves outcomes in paediatric forearm fracture reduction.),auto,mistral,dataset,8,13.529300689697266,217.29588508605957,0.0036019773688167334,208.07891999720596,208.08974100509658,75,1239,153,0,0.8625884652137756,,
1765930484501,hotpotqa,hotpotqa,,5ab9d58855429939ce03dc3a,fbdaa7a6d665,"The expert mentor to the celebrities that perform on ""Splash!"" won the 2009 FINA World Championionship in the individual event at what age?",15,15,auto,qwen2_5,dataset,8,63.43245506286621,381.4983367919922,0.004756002454087138,370.0055359804537,370.02100801328197,139,7855,2,1,1.0,bridge,medium
1765930484696,pubmedqa,pubmedqa,,9323777::q350,faf3fe3a6c23,Are patients more satisfied when they receive a prescription?,"These results are in some contrast to the main hypotheses. As fulfilment of expectations was not associated with higher satisfaction, physicians need not necessarily worry that patients will change their doctor if he or she refuses a pharmacologically dubious prescription.",Unknown (The context does not provide information about satisfaction scores for patients who did not receive a prescription.),auto,mistral,dataset,8,12.825489044189453,167.0210361480713,0.003295019268989563,156.37923497706652,156.3871460093651,61,1242,125,0,0.5972720384597778,,
1765930485147,hotpotqa,hotpotqa,,5ae3cf7e5542990afbd1e1e2,27b7533366e0,"what is the 3112 acre Pennsylvania state park that took over 11,000 to make due to the wave action of lake Erie called?",Presque Isle,presque isle state park,auto,qwen2_5,dataset,8,66.23220443725586,371.4303970336914,0.005166977643966675,362.51866101520136,362.53018700517714,119,7310,23,0,0.8012746572494507,bridge,hard
1765930485386,pubmedqa,pubmedqa,,9314809::q334,a4848a565fc8,Is incarceration during pregnancy associated with infant birthweight?,"Certain aspects of the prison environment (shelter, food, etc.) may be health-promoting for high-risk pregnant women.",Unknown (The context does not provide information on whether incarceration during pregnancy is significantly associated with infant birthweight.),auto,mistral,dataset,8,17.192363739013672,170.00055313110352,0.004799017915502191,162.317048991099,162.32830699300393,69,733,145,0,0.554617166519165,,
1765930485608,hotpotqa,hotpotqa,,5ae060415542993d6555eb19,c541e90582bc,Are Calochone and Adlumia both plants?,yes,yes,auto,qwen2_5,dataset,8,65.78350067138672,144.73509788513184,0.003268010914325714,135.6896699871868,135.698201978812,38,693,3,1,1.0,comparison,easy
1765930485979,hotpotqa,hotpotqa,,5a77251055429966f1a36ca5,9874580a66a3,"Which is currently more valuable, Temagami-Lorrain Mine or Meadowbank Gold Mine?",Meadowbank Gold Mine,unknown,auto,qwen2_5,dataset,8,63.141584396362305,295.99785804748535,0.004077010089531541,284.6242310188245,284.6375519875437,80,5527,7,0,0.19396880269050598,comparison,medium
1765930486324,hotpotqa,hotpotqa,,5add67b05542995b365fab2a,b4e5cb2610d2,What nationality was a  historical drama film directed by?,Argentine,unknown,auto,qwen2_5,dataset,8,63.74311447143555,269.3648338317871,0.0038380094338208437,259.97615401865914,259.98696900205687,58,4634,7,0,0.32479459047317505,bridge,medium
1765930487374,narrativeqa,narrativeqa,015c99b411cef291d31cd5543c7ae957edebe6b4,015c99b411cef291d31cd5543c7ae957edebe6b4::q181,71ace5c5e6dc,Who is Shinzon a clone of?,Captain Picard.Picard,Unknown (The context does not provide information about who Shinzon is a clone of.),auto,mistral,dataset,8,499.4046688079834,453.8419246673584,0.006339018000289798,444.9131859873887,444.9279420077801,26,8593,83,0,0.19461573660373688,,
1765930487783,hotpotqa,hotpotqa,,5ac13d745542991316484a91,7118e8776cc1,What comic book published the female superhero created by J. H. Williams III?,DC Comics,batwoman,auto,qwen2_5,dataset,8,64.28384780883789,304.551362991333,0.004041008651256561,296.8783340184018,296.8907740141731,77,6064,8,0,0.4680500030517578,bridge,hard
1765930488769,narrativeqa,narrativeqa,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b::q165,bc5a4d1543df,Why was Crash let go from the Bulls?,He was no longer needed since Ebby went to the majors.Nuke is called up to the majors and the team no longer needs him,The context does not provide information on why Crash was let go from the Bulls.,auto,mistral,dataset,8,517.1163082122803,454.7576904296875,0.006730988388881087,445.46219799667597,445.47767299809493,36,10289,80,0,0.26611819863319397,,
1765930489167,hotpotqa,hotpotqa,,5a7b970c554299294a54aa0b,f16256570e74,Who is younger Mary Ramsey or Lee Ranaldo ?,Mary Ramsey,unknown,auto,qwen2_5,dataset,8,64.99814987182617,314.11170959472656,0.004817993612959981,303.0422719893977,303.05764501099475,43,6225,7,0,0.24190174043178558,comparison,medium
1765930489552,hotpotqa,hotpotqa,,5add624c5542992200553adf,f9102934fa01,Who wrote and directed the film in which Adam Beach played Slipknot?,David Ayer,unknown,auto,qwen2_5,dataset,8,65.81830978393555,306.58650398254395,0.003790977643802762,297.44951700558886,297.46269501629286,68,5868,7,0,0.19412460923194885,bridge,medium
1765930489687,pubmedqa,pubmedqa,,19081702::q170,9943b6a2e894,Is the self-report of recent cocaine or methamphetamine use reliable in illicit stimulant drug users who present to the Emergency Department with chest pain?,"The self-report rate among cocaine- or methamphetamine-using patients presenting to the ED with chest pain was 51.8%. There seems to be no significant difference in the self-report rate among those who use methamphetamine vs. those who use cocaine, nor by gender, nor stratified by age over 50 years.",Yes,auto,mistral,dataset,8,14.454841613769531,106.19330406188965,0.0039529986679553986,99.32977298740298,99.34031800366938,157,1690,3,0,0.016946563497185707,,
1765930490112,hotpotqa,hotpotqa,,5ae73a195542991e8301cbfd,48219f72d543,"George Palmer Putnam, was an American publisher, author and explorer, known for his marriage to who, which American aviation pioneer and author, and was the first female aviator to fly solo across the Atlantic Ocean?",Amelia Earhart,amelia earhart,auto,qwen2_5,dataset,8,64.50033187866211,341.32885932922363,0.004828994860872626,333.49649101728573,333.5127600003034,216,6608,14,1,1.0000001192092896,bridge,easy
1765930491178,narrativeqa,narrativeqa,0029bdbe75423337b551e42bb31f9a102785376f,0029bdbe75423337b551e42bb31f9a102785376f::q26,bc8553b5f40e,Why did H. M. Calliope took Percival as  prisoner?,Because Percival skin was dyed tanHe doesn't recognize him,The context does not provide information on why the H.M. Calliope took Percival as a prisoner.,auto,mistral,dataset,8,556.4429759979248,495.0733184814453,0.006598012987524271,484.64230401441455,484.65736297657713,50,10605,94,0,0.3573773205280304,,
1765930491357,pubmedqa,pubmedqa,,19288306::q515,06e61ad5a899,The Ventriloscope: 'am I hearing things?,"Implications of this low-cost device include limitless training possibilities worldwide and across disciplines. The simplicity and portability of this device increases potential for use in rapid training of recognition of clinical signs associated with chemical/biological warfare agents, mass casualty incidents and field military applications. This is the first device to simulate clinically relevant sounds in a realistic manner on standardized patients and mannequins. The benefits of such simulation in medical education ultimately serve to increase trainee confidence and consequently, improve patient care and safety.","The context does not provide information about the Ventriloscope, so the answer is unknown.",auto,mistral,dataset,8,12.344598770141602,149.80578422546387,0.004256988177075982,141.3381570018828,141.34866200038232,40,883,91,0,0.23848868906497955,,
1765930491539,pubmedqa,pubmedqa,,27009293::q368,384b6579ffc3,Ultrasound-Guided Cervical Nerve Root Block: Does Volume Affect the Spreading Pattern?,"The spreading pattern of injected solution in US-CRB could be partially affected by the injectant volume. However, further studies are needed to assess the importance of other factors, such as needle position and physiological effects.","Yes, the spreading pattern is affected by the volume of contrast medium injected.",auto,mistral,dataset,8,13.86404037475586,153.56016159057617,0.0027539790607988834,145.54160501575097,145.54830300039612,86,1608,81,0,0.515533447265625,,
1765930492286,narrativeqa,narrativeqa,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b::q140,b265897f5cf5,Who does Annie have a relationship with in the beginning of the story?,Ebby/NukeEbby/Nuke,'boys',auto,mistral,dataset,8,552.6607036590576,183.03990364074707,0.003022985765710473,172.63058299431577,172.63734398875386,70,2713,6,0,0.17017138004302979,,
1765930492801,hotpotqa,hotpotqa,,5ab90af655429916710eb0ec,e8a55861b04e,The mother of the vice chair of Hillary Clinton's 2016 campaign for President is the director of what institue?,Institute of Muslim Minority Affairs,the institute of muslim minority affairs,auto,qwen2_5,dataset,8,62.152862548828125,392.47608184814453,0.0051670067477971315,383.4943489928264,383.5110549989622,111,8236,40,0,0.9863030314445496,bridge,medium
1765930492922,pubmedqa,pubmedqa,,19069030::q135,835478227db9,Does the simple triage and rapid treatment method appropriately triage patients based on trauma injury severity score?,"The START method is a simple technique used to triage quickly a large number of patients. Healthcare providers can undergo just-in-time training to learn this technique and use it effectively. The START colors also imply a correlation with the trauma ISS, with higher ISS more likely to be triaged ""red"" or ""black.""",Yes,auto,mistral,dataset,8,13.192892074584961,76.76100730895996,0.00346300657838583,69.5489979989361,69.55723799183033,118,1247,3,0,-0.005207165610045195,,
1765930493594,pubmedqa,pubmedqa,,27032610::q465,13cec6ce10d1,Gastroschisis: Bellwether for neonatal surgery capacity in low resource settings?,"We propose the use of GS as a bellwether condition for assessing institutional capacity to deliver newborn surgical care. Early access to care, efficient multidisciplinary team working, appropriate resuscitation, avoidance of abdominal compartment syndrome, stabilization prior to formal closure and proactive nutritional interventions may reduce GS-associated burden of disease in low resource settings.","Yes, based on the provided context, it suggests that gastroschisis (gs) may serve as a bellwether for neonatal surgery capacity in low-resource settings. This is due to the higher mortality rates observed in low and lower-middle income countries (lics and lmics), particularly in Uganda, Cote d'Ivoire, Nigeria, and Malawi compared to South Africa and the UK. The agreement on performance improvement measures such as a prospectively maintained gs register and clarification of key team members and management pathway also supports this notion.",auto,mistral,dataset,8,14.071464538574219,637.4411582946777,0.003697001375257969,627.8431979881134,627.8522239881568,81,1538,544,0,0.6160086989402771,,
1765930493841,hotpotqa,hotpotqa,,5ab5e4d0554299494045f0a7,5f3952521cd5,"Jinchang and Liling, are located in which country?",China,China,auto,qwen2_5,dataset,8,65.35720825195312,170.39036750793457,0.004105007974430919,143.36938198539428,143.3802000246942,50,805,5,1,1.0,comparison,easy
1765930494860,narrativeqa,narrativeqa,00ee9e01a0e581e0d8cbf7e865a895147c480c5e,00ee9e01a0e581e0d8cbf7e865a895147c480c5e::q128,67c2cdf7c5f6,What is Chelios' job?,HitmanHitman.,Chev Chelios is a hitman working for a crime syndicate headed by Carlito.,auto,mistral,dataset,8,517.1394348144531,488.64054679870605,0.007308990461751819,477.2467320144642,477.2623589960858,21,9417,73,0,0.32876816391944885,,
1765930494975,pubmedqa,pubmedqa,,18855980::q255,bcd4bd697676,Transcription factor PDX-1 in human colorectal adenocarcinoma: a potential tumor marker?,These data argue for further evaluation of PDX-1 as a biomarker for colorectal cancer.,Potential yes.,auto,mistral,dataset,8,15.718460083007812,87.44335174560547,0.004976987838745117,76.39107297291048,76.40110800275579,88,772,14,0,-0.018280688673257828,,
1765930496035,narrativeqa,narrativeqa,01dd08c2a57dca20d4925177a4b4de509fdf71fb,01dd08c2a57dca20d4925177a4b4de509fdf71fb::q282,7c1e53cc263d,Why is Maya removed from the field?,Because she will be a target for Al-Qaeda if she staysAttempts on her life,Unknown (The context does not provide information about Maya being removed from the field.),auto,mistral,dataset,8,544.0664291381836,501.6486644744873,0.0076029973570257425,490.2670459996443,490.28799700317904,35,11129,91,0,0.16875776648521423,,
1765930496454,hotpotqa,hotpotqa,,5abb06bc554299232ef4a3bb,8eb0aadb7a6e,What city does Bundestag and Reichstag building have in common?,Berlin,berlin,auto,qwen2_5,dataset,8,66.10345840454102,334.7434997558594,0.0049219815991818905,325.25027901283465,325.26647197664715,63,6642,6,1,1.0,bridge,medium
1765930497267,narrativeqa,narrativeqa,00950a3641e6a28b04a6fabf6334140e2deaa9fd,00950a3641e6a28b04a6fabf6334140e2deaa9fd::q63,02361b30821f,What happens to the Captain of the pirate ship that docks on the deserted island?,Conan slays him.Conan challenges and kills him,He becomes their captain.,auto,mistral,dataset,8,517.9891586303711,234.40814018249512,0.00481898314319551,226.4127109956462,226.42480800277553,81,4114,25,0,0.1667616069316864,,
1765930497557,pubmedqa,pubmedqa,,19064227::q111,056186c8a07b,"Depression, weight gain, and low birth weight adolescent delivery: do somatic symptoms strengthen or weaken the relationship?",Removing the somatic component does not improve the psychometric properties of the CES-D or the predictive capacity of the CES-D diagnosis of depression for three sentinel obstetrical outcomes. This information should be reassuring to researchers and clinicians as most studies of the causes and consequences of maternal depression during and after pregnancy use the full CES-D scale.,"Unknown (The context does not provide information to definitively answer whether somatic symptoms strengthen or weaken the relationship between depression, weight gain, and low birth weight adolescent delivery.)",auto,mistral,dataset,8,16.01099967956543,257.0207118988037,0.0043670006562024355,248.92975800321437,248.93963200156577,125,1869,211,0,0.6274846792221069,,
1765930498085,hotpotqa,hotpotqa,,5a8e506d5542990e94052ac8,68b4d28c4b33,"The republic with the smallest population of all the members of the Council of Europe is one of few places in Europe where a species of beetle cannot be found, that wew originally described in 1809 by whom?",Panzer,"San Marino, Panzer",auto,qwen2_5,dataset,8,68.36080551147461,390.3002738952637,0.00570600968785584,382.46763800270855,382.48054101131856,206,7877,18,0,0.6820793151855469,bridge,medium
1765930498346,pubmedqa,pubmedqa,,19288247::q512,b0fcf2ba83e1,Do we still need to restrict preoperative fluid administration in ambulatory anorectal surgery under spinal anaesthesia?,"In minor anorectal surgery under spinal anaesthesia with ropivacaine, standard fluid regimen provides stable haemodynamic variables without urinary retention.",Unknown (The context does not provide information about the effect of restricted versus standard fluid regimen on readiness for discharge or the need to restrict preoperative fluid administration.),auto,mistral,dataset,8,14.931917190551758,232.24639892578125,0.004110013833269477,221.00478000356816,221.01563797332346,120,982,197,0,0.4406721591949463,,
1765930498681,hotpotqa,hotpotqa,,5a82171f5542990a1d231f4a,af51ea6ef6d5,What nationality was James Henry Miller's wife?,American,unknown,auto,qwen2_5,dataset,8,65.89293479919434,257.62271881103516,0.004155997885391116,246.52160701225512,246.53452800703235,47,3997,7,0,0.2594456672668457,bridge,medium
1765930498991,hotpotqa,hotpotqa,,5a7f165b55429934daa2fccd,08e0251fc8c9,The Nike Mercurial Vapor is a football shoe worn by which Colombian striker?,Carlos Arturo Bacca Ahumada,Carlos Bacca,auto,qwen2_5,dataset,8,65.21058082580566,232.27953910827637,0.003931025275960565,223.44276300282218,223.45129199675284,76,3434,12,0,0.7986096739768982,bridge,medium
1765930500044,narrativeqa,narrativeqa,015c99b411cef291d31cd5543c7ae957edebe6b4,015c99b411cef291d31cd5543c7ae957edebe6b4::q186,8d3123be9f8a,Who kills Shinzon?,Picard.picard,Unknown (The provided context does not mention who kills Shinzon.),auto,mistral,dataset,8,504.7128200531006,445.71685791015625,0.006896007107570767,435.6438579852693,435.65911301993765,18,10401,66,0,0.14282672107219696,,
1765930500168,pubmedqa,pubmedqa,,27018897::q420,1f1c09ae3b0a,Can Decision Support Help Patients With Spinal Stenosis Make a Treatment Choice?,These results suggest that watching the video DA improved patient knowledge and reduced decisional uncertainty about their spinal stenosis treatment choice. The addition of telephone coaching helped some patients choose a treatment more quickly; 6-month decisional outcomes were similar for both groups.,Yes,auto,mistral,dataset,8,15.857934951782227,95.22628784179688,0.0036929850466549397,88.02538801683113,88.03351598908193,80,1825,3,0,0.06337130814790726,,
1765930500363,pubmedqa,pubmedqa,,27026643::q445,d31d2a7078d5,Does Prior Surgery for Femoroacetabular Impingement Compromise Hip Arthroplasty Outcomes?,"Clinical outcomes after THA are not affected by prior open or arthroscopic procedures for FAI. However, increased operative times and an increased risk of heterotopic ossification were noted after SHD.",unknown (The context does not provide a definitive answer to this question.),auto,mistral,dataset,8,12.653112411499023,168.94769668579102,0.003116001607850194,161.28776501864195,161.29729899694212,89,1732,76,0,-0.015629908069968224,,
1765930500602,pubmedqa,pubmedqa,,19055837::q82,8fb4252d8536,Is TrpM5 a reliable marker for chemosensory cells?,We conclude that TrpM5 is not a reliable marker for chemosensory cells. The TrpM5-positive cells of the olfactory epithelium are microvillous and may be chemoresponsive albeit not part of the sensory apparatus. Activity of these microvillous cells may however influence functionality of local elements of the olfactory system.,"unknown (based on provided context, it is not clear if TrpM5 is a reliable marker for chemosensory cells)",auto,mistral,dataset,8,13.254880905151367,204.6217918395996,0.003269000444561243,194.79306301218458,194.81876501231454,50,1526,105,0,0.6999995708465576,,
1765930501060,hotpotqa,hotpotqa,,5ab70446554299110f219a94,40c0ca34cd60,"Roger Avary (born August 23, 1965) is a Canadian film and television producer, screenwriter and director in the American mass media industry, he wrote the screenplay for Beowulf, a 2007 British-American 3D motion capture epic fantasy film, directed by who?",Robert Zemeckis,Robert Zemeckis,auto,qwen2_5,dataset,8,69.70334053039551,376.54566764831543,0.004711997462436557,365.51197498920374,365.52823398960754,256,7396,15,1,1.0,bridge,easy
1765930502107,narrativeqa,narrativeqa,0029bdbe75423337b551e42bb31f9a102785376f,0029bdbe75423337b551e42bb31f9a102785376f::q9,c0a9c31dd58e,What news does Percival receive at the end of the story?,"He has been granted the right to use his father's name, DelmarHe gets the arms and name of his biological father",Lord de Versely's sudden death,auto,mistral,dataset,8,608.9928150177002,422.5459098815918,0.007391005055978894,410.8216369932052,410.8418779796921,56,10966,30,0,0.09089292585849762,,
1765930502561,hotpotqa,hotpotqa,,5a8a35625542992d82986efd,aab3ca9cae03,"Which English actor of stage, film and television from the 1978 BBC drama ""Pennies From Heaven"" appeared in the 2006 BBC Four television play ""Kenneth Williams: Fantabulosa!?""",Cheryl Campbell,Cheryl Campbell,auto,qwen2_5,dataset,8,66.2989616394043,328.2127380371094,0.004655012162402272,320.5496429873165,320.5662070249673,175,6401,15,1,1.0,bridge,medium
1765930502773,pubmedqa,pubmedqa,,27036113::q480,d38c635213e8,"Can early weight loss, eating behaviors and socioeconomic factors predict successful weight loss at 12- and 24-months in adolescents with obesity and insulin resistance participating in a randomised controlled trial?","Early weight loss is consistently identified as a strong predictor of long-term weight loss. This could be because early weight loss identifies those more motivated and engaged individuals. Patients who have baseline factors predictive of long-term weight loss failure may benefit from additional support during the intervention. Additionally, if a patient does not achieve early weight loss, further support or transition to an alternate intervention where they may have increased success may be considered.",Yes,auto,mistral,dataset,8,22.908449172973633,112.9922866821289,0.004350004019215703,101.73159200348891,101.74516300321557,216,1891,3,0,-0.03463286906480789,,
1765930503144,hotpotqa,hotpotqa,,5ab373d6554299233954ff53,5f58a58a8cab,Is Lysichiton and Ageratum geus in the same family?,no,unknown,auto,qwen2_5,dataset,8,64.47911262512207,295.4404354095459,0.004705012543126941,287.70521900150925,287.71963200415485,51,5419,7,0,0.3547845482826233,comparison,medium
1765930503427,pubmedqa,pubmedqa,,9293872::q290,eab5daf33c82,Should obese patients lose weight before receiving a kidney transplant?,"Outcome differences in obese renal transplant patients were primarily due to a higher mortality resulting from cardiac events. Obesity seems to have little effect on immunologic events, long-term graft function, or cyclosporine delivery. Aggressive pretransplant screening for ischemic heart disease is essential to identify an especially high-risk subgroup of obese patients. Although it would seem prudent to recommend weight reduction<30 kg/m2 to all patients before transplant, these data suggest that obese patients with a history of cardiac disease should not be transplanted until weight reduction has been accomplished.",Unknown (The context does not provide information on whether obese patients should lose weight before receiving a kidney transplant.),auto,mistral,dataset,8,14.760732650756836,227.89239883422852,0.004052009899169207,218.96843498689122,218.97873497800902,71,2254,133,0,0.7280406951904297,,
1765930504122,narrativeqa,narrativeqa,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6::q213,ff973e069691,What was Jim's cause of death?,Heart failureHeart Failure.,unknown,auto,mistral,dataset,8,512.164831161499,170.84360122680664,0.003731984179466963,159.7483259974979,159.75765499752015,30,2217,7,0,0.18344639241695404,,
1765930504240,pubmedqa,pubmedqa,,14512913::q48,1c576a29a928,Are there racial and sex differences in the use of oral isotretinoin for acne management in the United States?,"Patients who are black receive less oral isotretinoin than those who are white, and the expense of isotretinoin appears to be one factor in this difference. Women are less likely than men to receive isotretinoin at acne visits. Expense does not appear to be a factor in this difference. Dermatologists have more experience than nondermatologists managing acne, prescribing isotretinoin, and counseling women treated with isotretinoin concerning pregnancy prevention. Pregnancy prevention is an essential component of isotretinoin use in women that must not be ignored.",Yes,auto,mistral,dataset,8,17.058134078979492,85.63637733459473,0.0034660042729228735,78.47681699786335,78.48467497387901,110,1401,3,0,-0.06709051877260208,,
1765930504463,pubmedqa,pubmedqa,,14512510::q46,5abd201562b6,Thin-section CT of the lung: does electrocardiographic triggering influence diagnosis?,"Given the lack of improvement in diagnostic accuracy and the need for additional resources, ECG-triggered thin-section CT of the lung is not recommended for routine clinical practice.",unknown,auto,mistral,dataset,8,14.941930770874023,108.33001136779785,0.0032579991966485977,98.13874299288727,98.14627599553205,86,2056,7,0,-0.06778576225042343,,
1765930504829,hotpotqa,hotpotqa,,5abcfc3b554299114383a1ad,d520c3b02804,Who funds the bowling team that includes the school bus driver for Springfield Elementary School?,Mr. Burns,unknown,auto,qwen2_5,dataset,8,64.95976448059082,288.46120834350586,0.004715984687209129,280.3326569846831,280.344343977049,97,5852,7,0,0.17086736857891083,bridge,medium
